field,pressure_id,contract_number,build_id,build_label,samples,wins,win_rate,avg_dps,avg_required_dps,avg_required_dps_gap,avg_damage_gap,avg_blocked_damage,avg_absorbed_damage,avg_crit_negated_damage,avg_dodges,avg_cleanses,avg_interrupts,avg_stun_seconds
archetype_ids,warded,30,assassin,Assassin,24,0,0.0,21.547,47108.4398,-47086.8928,-1025842.0833,0.0,376.2917,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,30,assassin,Assassin,24,0,0.0,21.547,47108.4398,-47086.8928,-1025842.0833,0.0,376.2917,0.0,0.0,0.0,0.0,0.0
archetype_ids,warded,30,shadow,Shadow,24,0,0.0,33.3511,47108.4398,-47075.0887,-1025304.2917,0.0,198.0063,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,30,shadow,Shadow,24,0,0.0,33.3511,47108.4398,-47075.0887,-1025304.2917,0.0,198.0063,0.0,0.0,0.0,0.0,0.0
archetype_ids,warded,30,blade_dancer,Blade Dancer,24,0,0.0,39.0523,47108.4398,-47069.3875,-1025058.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,30,blade_dancer,Blade Dancer,24,0,0.0,39.0523,47108.4398,-47069.3875,-1025058.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,warded,30,thief,Thief,24,0,0.0,39.4963,47108.4398,-47068.9435,-1025050.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,30,thief,Thief,24,0,0.0,39.4963,47108.4398,-47068.9435,-1025050.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,aegis,30,thief,Thief,20,0,0.0,9.2274,46757.2128,-46747.9855,-640485.15,422.9518,0.0,181.1345,0.0,0.0,0.0,0.0
archetype_ids,fortified,30,thief,Thief,20,0,0.0,9.2274,46757.2128,-46747.9855,-640485.15,422.9518,0.0,181.1345,0.0,0.0,0.0,0.0
archetype_ids,aegis,30,blade_dancer,Blade Dancer,20,0,0.0,16.0532,46757.2128,-46741.1597,-640188.65,623.6269,0.0,256.2917,0.0,0.0,0.0,0.0
archetype_ids,fortified,30,blade_dancer,Blade Dancer,20,0,0.0,16.0532,46757.2128,-46741.1597,-640188.65,623.6269,0.0,256.2917,0.0,0.0,0.0,0.0
archetype_ids,aegis,30,shadow,Shadow,20,0,0.0,17.7373,46757.2128,-46739.4756,-640123.9,362.8623,0.0,157.6094,0.0,0.0,0.0,0.0
archetype_ids,fortified,30,shadow,Shadow,20,0,0.0,17.7373,46757.2128,-46739.4756,-640123.9,362.8623,0.0,157.6094,0.0,0.0,0.0,0.0
archetype_ids,aegis,30,assassin,Assassin,20,0,0.0,39.3923,46757.2128,-46717.8206,-639210.05,228.0496,0.0,109.2772,0.0,0.0,0.0,0.0
archetype_ids,fortified,30,assassin,Assassin,20,0,0.0,39.3923,46757.2128,-46717.8206,-639210.05,228.0496,0.0,109.2772,0.0,0.0,0.0,0.0
archetype_ids,arcane,30,thief,Thief,21,0,0.0,10.3958,42061.1361,-42050.7403,-955211.6667,0.0,0.0,0.0,0.0,2.8095,14.619,0.0
archetype_ids,devious,30,thief,Thief,21,0,0.0,10.3958,42061.1361,-42050.7403,-955211.6667,0.0,0.0,0.0,0.0,2.8095,14.619,0.0
archetype_ids,arcane,30,blade_dancer,Blade Dancer,21,0,0.0,17.8837,42061.1361,-42043.2525,-954881.8095,0.0,0.0,0.0,0.0,11.0476,0.0,0.0
archetype_ids,devious,30,blade_dancer,Blade Dancer,21,0,0.0,17.8837,42061.1361,-42043.2525,-954881.8095,0.0,0.0,0.0,0.0,11.0476,0.0,0.0
archetype_ids,arcane,30,assassin,Assassin,21,0,0.0,21.8735,42061.1361,-42039.2626,-954718.7143,0.0,0.0,0.0,0.0,2.9524,6.2857,0.0
archetype_ids,devious,30,assassin,Assassin,21,0,0.0,21.8735,42061.1361,-42039.2626,-954718.7143,0.0,0.0,0.0,0.0,2.9524,6.2857,0.0
archetype_ids,arcane,30,shadow,Shadow,21,0,0.0,24.0739,42061.1361,-42037.0622,-954609.9048,0.0,0.0,0.0,0.0,6.2381,0.0,0.0
archetype_ids,devious,30,shadow,Shadow,21,0,0.0,24.0739,42061.1361,-42037.0622,-954609.9048,0.0,0.0,0.0,0.0,6.2381,0.0,0.0
archetype_ids,spiteful,30,blade_dancer,Blade Dancer,15,0,0.0,22.0571,41199.3887,-41177.3316,-912711.7333,0.0,0.0,0.0,0.0,12.7333,0.0,0.0
archetype_ids,hexed,30,blade_dancer,Blade Dancer,15,0,0.0,22.0571,41199.3887,-41177.3316,-912711.7333,0.0,0.0,0.0,0.0,12.7333,0.0,0.0
archetype_ids,spiteful,30,assassin,Assassin,15,0,0.0,23.7247,41199.3887,-41175.664,-912625.0,0.0,0.0,0.0,0.0,5.6667,0.0,0.0
archetype_ids,hexed,30,assassin,Assassin,15,0,0.0,23.7247,41199.3887,-41175.664,-912625.0,0.0,0.0,0.0,0.0,5.6667,0.0,0.0
archetype_ids,spiteful,30,shadow,Shadow,15,0,0.0,26.0052,41199.3887,-41173.3835,-912526.2,0.0,0.0,0.0,0.0,7.2667,0.0,0.0
archetype_ids,hexed,30,shadow,Shadow,15,0,0.0,26.0052,41199.3887,-41173.3835,-912526.2,0.0,0.0,0.0,0.0,7.2667,0.0,0.0
archetype_ids,hexed,30,thief,Thief,15,0,0.0,32.0612,41199.3887,-41167.3275,-912236.8,0.0,0.0,0.0,0.0,8.6667,0.0,0.0
archetype_ids,spiteful,30,thief,Thief,15,0,0.0,32.0612,41199.3887,-41167.3275,-912236.8,0.0,0.0,0.0,0.0,8.6667,0.0,0.0
archetype_ids,warded,29,assassin,Assassin,15,0,0.0,20.8947,40931.2791,-40910.3844,-878225.8667,0.0,376.3936,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,29,assassin,Assassin,15,0,0.0,20.8947,40931.2791,-40910.3844,-878225.8667,0.0,376.3936,0.0,0.0,0.0,0.0,0.0
archetype_ids,warded,29,shadow,Shadow,15,0,0.0,31.8785,40931.2791,-40899.4006,-877732.5333,0.0,189.6787,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,29,shadow,Shadow,15,0,0.0,31.8785,40931.2791,-40899.4006,-877732.5333,0.0,189.6787,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,29,blade_dancer,Blade Dancer,15,0,0.0,38.1196,40931.2791,-40893.1595,-877464.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,warded,29,blade_dancer,Blade Dancer,15,0,0.0,38.1196,40931.2791,-40893.1595,-877464.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,warded,29,thief,Thief,15,0,0.0,39.8598,40931.2791,-40891.4192,-877394.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,nullify,29,thief,Thief,15,0,0.0,39.8598,40931.2791,-40891.4192,-877394.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archetype_ids,fortified,29,thief,Thief,24,0,0.0,9.4259,40403.2004,-40393.7745,-571971.6667,436.0472,0.0,152.3472,0.0,0.0,0.0,0.0
archetype_ids,aegis,29,thief,Thief,24,0,0.0,9.4259,40403.2004,-40393.7745,-571971.6667,436.0472,0.0,152.3472,0.0,0.0,0.0,0.0
archetype_ids,fortified,29,blade_dancer,Blade Dancer,24,0,0.0,15.8104,40403.2004,-40387.39,-571679.2917,639.3029,0.0,225.5397,0.0,0.0,0.0,0.0
archetype_ids,aegis,29,blade_dancer,Blade Dancer,24,0,0.0,15.8104,40403.2004,-40387.39,-571679.2917,639.3029,0.0,225.5397,0.0,0.0,0.0,0.0
archetype_ids,fortified,29,shadow,Shadow,24,0,0.0,17.7818,40403.2004,-40385.4186,-571604.2083,371.7146,0.0,147.1237,0.0,0.0,0.0,0.0
archetype_ids,aegis,29,shadow,Shadow,24,0,0.0,17.7818,40403.2004,-40385.4186,-571604.2083,371.7146,0.0,147.1237,0.0,0.0,0.0,0.0
archetype_ids,aegis,29,assassin,Assassin,24,0,0.0,39.3645,40403.2004,-40363.8359,-570667.5833,232.1442,0.0,109.197,0.0,0.0,0.0,0.0
archetype_ids,fortified,29,assassin,Assassin,24,0,0.0,39.3645,40403.2004,-40363.8359,-570667.5833,232.1442,0.0,109.197,0.0,0.0,0.0,0.0
archetype_ids,arcane,29,thief,Thief,17,0,0.0,10.2155,35792.4127,-35782.1972,-845621.1176,0.0,0.0,0.0,0.0,2.6471,16.2353,0.0
archetype_ids,devious,29,thief,Thief,17,0,0.0,10.2155,35792.4127,-35782.1972,-845621.1176,0.0,0.0,0.0,0.0,2.6471,16.2353,0.0
archetype_ids,devious,29,blade_dancer,Blade Dancer,17,0,0.0,18.7359,35792.4127,-35773.6768,-845231.4118,0.0,0.0,0.0,0.0,11.4706,0.0,0.0
archetype_ids,arcane,29,blade_dancer,Blade Dancer,17,0,0.0,18.7359,35792.4127,-35773.6768,-845231.4118,0.0,0.0,0.0,0.0,11.4706,0.0,0.0
archetype_ids,devious,29,assassin,Assassin,17,0,0.0,23.4213,35792.4127,-35768.9914,-845040.7647,0.0,0.0,0.0,0.0,2.8824,7.2353,0.0
archetype_ids,arcane,29,assassin,Assassin,17,0,0.0,23.4213,35792.4127,-35768.9914,-845040.7647,0.0,0.0,0.0,0.0,2.8824,7.2353,0.0
archetype_ids,devious,29,shadow,Shadow,17,0,0.0,24.9043,35792.4127,-35767.5084,-844947.9412,0.0,0.0,0.0,0.0,6.4706,0.0,0.0
archetype_ids,arcane,29,shadow,Shadow,17,0,0.0,24.9043,35792.4127,-35767.5084,-844947.9412,0.0,0.0,0.0,0.0,6.4706,0.0,0.0
archetype_ids,hexed,29,blade_dancer,Blade Dancer,24,0,0.0,22.3116,35736.6496,-35714.338,-717439.4167,0.0,0.0,0.0,0.0,12.375,0.0,0.0
archetype_ids,spiteful,29,blade_dancer,Blade Dancer,24,0,0.0,22.3116,35736.6496,-35714.338,-717439.4167,0.0,0.0,0.0,0.0,12.375,0.0,0.0
archetype_ids,spiteful,29,assassin,Assassin,24,0,0.0,22.5632,35736.6496,-35714.0864,-717426.875,0.0,0.0,0.0,0.0,5.5417,0.0,0.0
archetype_ids,hexed,29,assassin,Assassin,24,0,0.0,22.5632,35736.6496,-35714.0864,-717426.875,0.0,0.0,0.0,0.0,5.5417,0.0,0.0
archetype_ids,spiteful,29,shadow,Shadow,24,0,0.0,25.6489,35736.6496,-35711.0007,-717303.1667,0.0,0.0,0.0,0.0,7.2083,0.0,0.0
